model1,model2,graph_distance
arcee-ai/Meraj-Mini,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
arcee-ai/Meraj-Mini,dnotitia/Smoothie-Qwen3-1.7B,13.0
arcee-ai/Meraj-Mini,dphn/Dolphin3.0-Llama3.1-8B,
arcee-ai/Meraj-Mini,google/gemma-2-2b,
arcee-ai/Meraj-Mini,google/gemma-2-2b-it,
arcee-ai/Meraj-Mini,google/gemma-2-2b-jpn-it,
arcee-ai/Meraj-Mini,inference-net/Schematron-3B,
arcee-ai/Meraj-Mini,meta-llama/Llama-3.1-8B,
arcee-ai/Meraj-Mini,meta-llama/Llama-3.1-8B-Instruct,
arcee-ai/Meraj-Mini,meta-llama/Llama-3.2-1B,
arcee-ai/Meraj-Mini,meta-llama/Llama-3.2-1B-Instruct,
arcee-ai/Meraj-Mini,meta-llama/Llama-3.2-3B,
arcee-ai/Meraj-Mini,meta-llama/Llama-3.2-3B-Instruct,
arcee-ai/Meraj-Mini,meta-llama/Llama-Guard-3-8B,
arcee-ai/Meraj-Mini,meta-llama/Meta-Llama-3-8B,
arcee-ai/Meraj-Mini,meta-llama/Meta-Llama-3-8B-Instruct,
arcee-ai/Meraj-Mini,meta-llama/Meta-Llama-3.2-3B,
arcee-ai/Meraj-Mini,microsoft/Phi-3.5-mini-instruct,
arcee-ai/Meraj-Mini,microsoft/UserLM-8b,
arcee-ai/Meraj-Mini,mistralai/Mistral-7B-Instruct-v0.2,
arcee-ai/Meraj-Mini,mistralai/Mistral-7B-Instruct-v0.3,
arcee-ai/Meraj-Mini,mistralai/Mistral-7B-v0.1,
arcee-ai/Meraj-Mini,mistralai/Mistral-7B-v0.3,
arcee-ai/Meraj-Mini,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
arcee-ai/Meraj-Mini,nvidia/DLER-R1-1.5B-Research,
arcee-ai/Meraj-Mini,nvidia/Llama-3.1-8B-Instruct-FP8,
arcee-ai/Meraj-Mini,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
arcee-ai/Meraj-Mini,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,2.0
arcee-ai/Meraj-Mini,nvidia/OpenCodeReasoning-Nemotron-7B,2.0
arcee-ai/Meraj-Mini,nvidia/OpenMath-Nemotron-1.5B,14.0
arcee-ai/Meraj-Mini,nvidia/OpenMath2-Llama3.1-8B,
arcee-ai/Meraj-Mini,nvidia/OpenReasoning-Nemotron-1.5B,13.0
arcee-ai/Meraj-Mini,tiiuae/Falcon3-1B-Base,
arcee-ai/Meraj-Mini,tiiuae/Falcon3-1B-Instruct,
arcee-ai/Meraj-Mini,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
arcee-ai/Meraj-Mini,unsloth/Llama-3.1-8B,
arcee-ai/Meraj-Mini,unsloth/Llama-3.2-1B,
arcee-ai/Meraj-Mini,unsloth/Llama-3.2-1B-Instruct,
arcee-ai/Meraj-Mini,unsloth/Llama-3.2-3B-Instruct,
arcee-ai/Meraj-Mini,unsloth/Meta-Llama-3.1-8B-Instruct,
arcee-ai/Meraj-Mini,unsloth/Phi-3.5-mini-instruct,
arcee-ai/Meraj-Mini,unsloth/Qwen2.5-0.5B,14.0
arcee-ai/Meraj-Mini,unsloth/Qwen2.5-0.5B-Instruct,13.0
arcee-ai/Meraj-Mini,unsloth/Qwen2.5-1.5B,13.0
arcee-ai/Meraj-Mini,unsloth/Qwen2.5-1.5B-Instruct,14.0
arcee-ai/Meraj-Mini,unsloth/Qwen2.5-Math-1.5B,14.0
arcee-ai/Meraj-Mini,unsloth/Qwen2.5-Math-7B-Instruct,5.0
arcee-ai/Meraj-Mini,unsloth/Qwen3-1.7B-Base,14.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,dnotitia/Smoothie-Qwen3-1.7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,dphn/Dolphin3.0-Llama3.1-8B,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-2-2b,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-2-2b-it,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,google/gemma-2-2b-jpn-it,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,inference-net/Schematron-3B,12.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.1-8B,1.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.1-8B-Instruct,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.2-1B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.2-1B-Instruct,11.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.2-3B,11.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-3.2-3B-Instruct,11.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Llama-Guard-3-8B,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Meta-Llama-3-8B,1.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Meta-Llama-3-8B-Instruct,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,meta-llama/Meta-Llama-3.2-3B,11.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,microsoft/Phi-3.5-mini-instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,microsoft/UserLM-8b,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mistralai/Mistral-7B-Instruct-v0.2,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mistralai/Mistral-7B-Instruct-v0.3,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mistralai/Mistral-7B-v0.1,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,mistralai/Mistral-7B-v0.3,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/DLER-R1-1.5B-Research,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/Llama-3.1-8B-Instruct-FP8,3.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenCodeReasoning-Nemotron-7B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenMath-Nemotron-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenMath2-Llama3.1-8B,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,nvidia/OpenReasoning-Nemotron-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,tiiuae/Falcon3-1B-Base,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,tiiuae/Falcon3-1B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Llama-3.1-8B,2.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Llama-3.2-1B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Llama-3.2-1B-Instruct,12.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Llama-3.2-3B-Instruct,12.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Meta-Llama-3.1-8B-Instruct,3.0
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Phi-3.5-mini-instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-0.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-0.5B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-1.5B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-Math-1.5B,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen2.5-Math-7B-Instruct,
context-labs/Meta-Llama-3.1-8B-Instruct-FP16,unsloth/Qwen3-1.7B-Base,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,dnotitia/Smoothie-Qwen3-1.7B,13.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,dphn/Dolphin3.0-Llama3.1-8B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,google/gemma-2-2b,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,google/gemma-2-2b-it,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,google/gemma-2-2b-jpn-it,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,inference-net/Schematron-3B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Llama-3.1-8B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Llama-3.1-8B-Instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Llama-3.2-1B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Llama-3.2-1B-Instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Llama-3.2-3B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Llama-3.2-3B-Instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Llama-Guard-3-8B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Meta-Llama-3-8B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Meta-Llama-3-8B-Instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,meta-llama/Meta-Llama-3.2-3B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,microsoft/Phi-3.5-mini-instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,microsoft/UserLM-8b,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,mistralai/Mistral-7B-Instruct-v0.2,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,mistralai/Mistral-7B-Instruct-v0.3,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,mistralai/Mistral-7B-v0.1,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,mistralai/Mistral-7B-v0.3,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/DLER-R1-1.5B-Research,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/Llama-3.1-8B-Instruct-FP8,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,2.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/OpenCodeReasoning-Nemotron-7B,2.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/OpenMath-Nemotron-1.5B,14.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/OpenMath2-Llama3.1-8B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,nvidia/OpenReasoning-Nemotron-1.5B,13.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,tiiuae/Falcon3-1B-Base,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,tiiuae/Falcon3-1B-Instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Llama-3.1-8B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Llama-3.2-1B,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Llama-3.2-1B-Instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Llama-3.2-3B-Instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Meta-Llama-3.1-8B-Instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Phi-3.5-mini-instruct,
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Qwen2.5-0.5B,14.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Qwen2.5-0.5B-Instruct,13.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Qwen2.5-1.5B,13.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Qwen2.5-1.5B-Instruct,14.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Qwen2.5-Math-1.5B,14.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Qwen2.5-Math-7B-Instruct,5.0
cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,unsloth/Qwen3-1.7B-Base,14.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,dnotitia/Smoothie-Qwen3-1.7B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,dphn/Dolphin3.0-Llama3.1-8B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,google/gemma-2-2b,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,google/gemma-2-2b-it,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,google/gemma-2-2b-jpn-it,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,inference-net/Schematron-3B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Llama-3.1-8B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Llama-3.1-8B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Llama-3.2-1B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Llama-3.2-1B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Llama-3.2-3B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Llama-3.2-3B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Llama-Guard-3-8B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Meta-Llama-3-8B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Meta-Llama-3-8B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,meta-llama/Meta-Llama-3.2-3B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,microsoft/Phi-3.5-mini-instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,microsoft/UserLM-8b,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,mistralai/Mistral-7B-Instruct-v0.2,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,mistralai/Mistral-7B-Instruct-v0.3,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,mistralai/Mistral-7B-v0.1,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,mistralai/Mistral-7B-v0.3,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/DLER-R1-1.5B-Research,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/Llama-3.1-8B-Instruct-FP8,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/OpenCodeReasoning-Nemotron-7B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/OpenMath-Nemotron-1.5B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/OpenMath2-Llama3.1-8B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,nvidia/OpenReasoning-Nemotron-1.5B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tiiuae/Falcon3-1B-Base,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,tiiuae/Falcon3-1B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,1.0
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Llama-3.1-8B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Llama-3.2-1B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Llama-3.2-1B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Llama-3.2-3B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Meta-Llama-3.1-8B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Phi-3.5-mini-instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Qwen2.5-0.5B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Qwen2.5-0.5B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Qwen2.5-1.5B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Qwen2.5-1.5B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Qwen2.5-Math-1.5B,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Qwen2.5-Math-7B-Instruct,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,unsloth/Qwen3-1.7B-Base,
dnotitia/Smoothie-Qwen3-1.7B,dphn/Dolphin3.0-Llama3.1-8B,
dnotitia/Smoothie-Qwen3-1.7B,google/gemma-2-2b,
dnotitia/Smoothie-Qwen3-1.7B,google/gemma-2-2b-it,
dnotitia/Smoothie-Qwen3-1.7B,google/gemma-2-2b-jpn-it,
dnotitia/Smoothie-Qwen3-1.7B,inference-net/Schematron-3B,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Llama-3.1-8B,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Llama-3.1-8B-Instruct,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Llama-3.2-1B,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Llama-3.2-1B-Instruct,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Llama-3.2-3B,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Llama-3.2-3B-Instruct,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Llama-Guard-3-8B,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Meta-Llama-3-8B,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Meta-Llama-3-8B-Instruct,
dnotitia/Smoothie-Qwen3-1.7B,meta-llama/Meta-Llama-3.2-3B,
dnotitia/Smoothie-Qwen3-1.7B,microsoft/Phi-3.5-mini-instruct,
dnotitia/Smoothie-Qwen3-1.7B,microsoft/UserLM-8b,
dnotitia/Smoothie-Qwen3-1.7B,mistralai/Mistral-7B-Instruct-v0.2,
dnotitia/Smoothie-Qwen3-1.7B,mistralai/Mistral-7B-Instruct-v0.3,
dnotitia/Smoothie-Qwen3-1.7B,mistralai/Mistral-7B-v0.1,
dnotitia/Smoothie-Qwen3-1.7B,mistralai/Mistral-7B-v0.3,
dnotitia/Smoothie-Qwen3-1.7B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
dnotitia/Smoothie-Qwen3-1.7B,nvidia/DLER-R1-1.5B-Research,
dnotitia/Smoothie-Qwen3-1.7B,nvidia/Llama-3.1-8B-Instruct-FP8,
dnotitia/Smoothie-Qwen3-1.7B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
dnotitia/Smoothie-Qwen3-1.7B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,13.0
dnotitia/Smoothie-Qwen3-1.7B,nvidia/OpenCodeReasoning-Nemotron-7B,13.0
dnotitia/Smoothie-Qwen3-1.7B,nvidia/OpenMath-Nemotron-1.5B,13.0
dnotitia/Smoothie-Qwen3-1.7B,nvidia/OpenMath2-Llama3.1-8B,
dnotitia/Smoothie-Qwen3-1.7B,nvidia/OpenReasoning-Nemotron-1.5B,12.0
dnotitia/Smoothie-Qwen3-1.7B,tiiuae/Falcon3-1B-Base,
dnotitia/Smoothie-Qwen3-1.7B,tiiuae/Falcon3-1B-Instruct,
dnotitia/Smoothie-Qwen3-1.7B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Llama-3.1-8B,
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Llama-3.2-1B,
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Llama-3.2-1B-Instruct,
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Llama-3.2-3B-Instruct,
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Meta-Llama-3.1-8B-Instruct,
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Phi-3.5-mini-instruct,
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Qwen2.5-0.5B,13.0
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Qwen2.5-0.5B-Instruct,12.0
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Qwen2.5-1.5B,12.0
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Qwen2.5-1.5B-Instruct,13.0
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Qwen2.5-Math-1.5B,13.0
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Qwen2.5-Math-7B-Instruct,14.0
dnotitia/Smoothie-Qwen3-1.7B,unsloth/Qwen3-1.7B-Base,3.0
dphn/Dolphin3.0-Llama3.1-8B,google/gemma-2-2b,
dphn/Dolphin3.0-Llama3.1-8B,google/gemma-2-2b-it,
dphn/Dolphin3.0-Llama3.1-8B,google/gemma-2-2b-jpn-it,
dphn/Dolphin3.0-Llama3.1-8B,inference-net/Schematron-3B,12.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Llama-3.1-8B,1.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Llama-3.1-8B-Instruct,2.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Llama-3.2-1B,
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Llama-3.2-1B-Instruct,11.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Llama-3.2-3B,11.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Llama-3.2-3B-Instruct,11.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Llama-Guard-3-8B,2.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Meta-Llama-3-8B,1.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Meta-Llama-3-8B-Instruct,2.0
dphn/Dolphin3.0-Llama3.1-8B,meta-llama/Meta-Llama-3.2-3B,11.0
dphn/Dolphin3.0-Llama3.1-8B,microsoft/Phi-3.5-mini-instruct,
dphn/Dolphin3.0-Llama3.1-8B,microsoft/UserLM-8b,2.0
dphn/Dolphin3.0-Llama3.1-8B,mistralai/Mistral-7B-Instruct-v0.2,
dphn/Dolphin3.0-Llama3.1-8B,mistralai/Mistral-7B-Instruct-v0.3,
dphn/Dolphin3.0-Llama3.1-8B,mistralai/Mistral-7B-v0.1,
dphn/Dolphin3.0-Llama3.1-8B,mistralai/Mistral-7B-v0.3,
dphn/Dolphin3.0-Llama3.1-8B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
dphn/Dolphin3.0-Llama3.1-8B,nvidia/DLER-R1-1.5B-Research,
dphn/Dolphin3.0-Llama3.1-8B,nvidia/Llama-3.1-8B-Instruct-FP8,3.0
dphn/Dolphin3.0-Llama3.1-8B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
dphn/Dolphin3.0-Llama3.1-8B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
dphn/Dolphin3.0-Llama3.1-8B,nvidia/OpenCodeReasoning-Nemotron-7B,
dphn/Dolphin3.0-Llama3.1-8B,nvidia/OpenMath-Nemotron-1.5B,
dphn/Dolphin3.0-Llama3.1-8B,nvidia/OpenMath2-Llama3.1-8B,2.0
dphn/Dolphin3.0-Llama3.1-8B,nvidia/OpenReasoning-Nemotron-1.5B,
dphn/Dolphin3.0-Llama3.1-8B,tiiuae/Falcon3-1B-Base,
dphn/Dolphin3.0-Llama3.1-8B,tiiuae/Falcon3-1B-Instruct,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Llama-3.1-8B,2.0
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Llama-3.2-1B,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Llama-3.2-1B-Instruct,12.0
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Llama-3.2-3B-Instruct,12.0
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Meta-Llama-3.1-8B-Instruct,3.0
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Phi-3.5-mini-instruct,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Qwen2.5-0.5B,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Qwen2.5-0.5B-Instruct,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Qwen2.5-1.5B,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Qwen2.5-1.5B-Instruct,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Qwen2.5-Math-1.5B,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Qwen2.5-Math-7B-Instruct,
dphn/Dolphin3.0-Llama3.1-8B,unsloth/Qwen3-1.7B-Base,
google/gemma-2-2b,google/gemma-2-2b-it,1.0
google/gemma-2-2b,google/gemma-2-2b-jpn-it,2.0
google/gemma-2-2b,inference-net/Schematron-3B,
google/gemma-2-2b,meta-llama/Llama-3.1-8B,
google/gemma-2-2b,meta-llama/Llama-3.1-8B-Instruct,
google/gemma-2-2b,meta-llama/Llama-3.2-1B,
google/gemma-2-2b,meta-llama/Llama-3.2-1B-Instruct,
google/gemma-2-2b,meta-llama/Llama-3.2-3B,
google/gemma-2-2b,meta-llama/Llama-3.2-3B-Instruct,
google/gemma-2-2b,meta-llama/Llama-Guard-3-8B,
google/gemma-2-2b,meta-llama/Meta-Llama-3-8B,
google/gemma-2-2b,meta-llama/Meta-Llama-3-8B-Instruct,
